country,id,un_region_name,short_name,name,value,direction
"Micronesia, Fed. Sts.",FSM,Oceania,R,unemployment_rate,NA,1
"Micronesia, Fed. Sts.",FSM,Oceania,S,population_using_the_internet,35.30405287,-1
Nauru,NRU,Oceania,A,global_index_score_2019,60.5201015,NA
Nauru,NRU,Oceania,1a,index_to_be_defined,39.4798985,-1
Nauru,NRU,Oceania,3a,inverse_global_index_2019,0.535246328,-1
Nauru,NRU,Oceania,MJC1,mjc_criteria_sdr_mild_version,0.008142148,1
Nauru,NRU,Oceania,MJC2,mjc_criteria_sdr_medium_version,0.009027027,1
Nauru,NRU,Oceania,MJC3,mjc_criteria_sdr_heavy_version,NA,1
Nauru,NRU,Oceania,MJC4,mjc_criteria_sdr_ponderated,0.008584587,1
Nauru,NRU,Oceania,MJC5,mjc_criteria_equality,0.006996307,1
Nauru,NRU,Oceania,MJC6,mjc_criteria_capacity,0.832235772,1
Nauru,NRU,Oceania,MJC7,mjc_criteria_historical_responsability,0.788740017,1
Nauru,NRU,Oceania,MJC8,mjc_criteria_present_responsability,3.018631745,1
Nauru,NRU,Oceania,MJC9,mjc_criteria_ponderated,0.687875637,1
Nauru,NRU,Oceania,5a,population_2019,11260,-1
Nauru,NRU,Oceania,6a,gdp_per_capita_ppp_2017,12895.63451,1
Nauru,NRU,Oceania,7a,cum_emissions_per_capita_1994_2017,3.700580851,-1
Nauru,NRU,Oceania,8a,emissions_per_cap_2017,5.088809947,-1
Nauru,NRU,Oceania,2a,poverty_ratio_320,NA,1
Nauru,NRU,Oceania,B,undernourishment_prevalence,NA,1
Nauru,NRU,Oceania,C,stunting_prevalence_under_5_yrs,24,1
Nauru,NRU,Oceania,D,wasting_prevalence_in_children_under_5,1,1
Nauru,NRU,Oceania,E,maternal_mortality_rate_per_100k_births,NA,1
Nauru,NRU,Oceania,F,neonatal_mortality_rate_1k_births,20.5,1
Nauru,NRU,Oceania,G,under_5_mortality_rate_1k_births,33,1
Nauru,NRU,Oceania,H,life_expec_at_birth_yrs,NA,-1
Nauru,NRU,Oceania,I,univ_health_coverage_index,NA,-1
Nauru,NRU,Oceania,J,net_primary_enrolment_rate,84.19183,-1
Nauru,NRU,Oceania,K,lower_secondary_completion_rate,77.04082,-1
Nauru,NRU,Oceania,L,literacy_rate_15_24_yrs_both_sexes,NA,-1
Nauru,NRU,Oceania,M,ratio_female_to_male_labour_force_rate,NA,-1
Nauru,NRU,Oceania,N,population_rate_using_basic_drinking_water_services,100,-1
Nauru,NRU,Oceania,O,population_rate_using_basic_sanitation_services,65.59552643,-1
Nauru,NRU,Oceania,P,access_to_electricity_pop_rate,99.20280457,-1
Nauru,NRU,Oceania,Q,access_to_clean_fuels_and_tech_for_cooking_rate,91.33,-1
Nauru,NRU,Oceania,R,unemployment_rate,NA,1
Nauru,NRU,Oceania,S,population_using_the_internet,57,-1
Palau,PLW,Oceania,A,global_index_score_2019,60.5201015,NA
Palau,PLW,Oceania,1a,index_to_be_defined,39.4798985,-1
Palau,PLW,Oceania,3a,inverse_global_index_2019,0.535246328,-1
Palau,PLW,Oceania,MJC1,mjc_criteria_sdr_mild_version,0.001827396,1
Palau,PLW,Oceania,MJC2,mjc_criteria_sdr_medium_version,0.002025996,1
Palau,PLW,Oceania,MJC3,mjc_criteria_sdr_heavy_version,NA,1
Palau,PLW,Oceania,MJC4,mjc_criteria_sdr_ponderated,0.001926696,1
Palau,PLW,Oceania,MJC5,mjc_criteria_equality,0.001570228,1
Palau,PLW,Oceania,MJC6,mjc_criteria_capacity,1.409550616,1
Palau,PLW,Oceania,MJC7,mjc_criteria_historical_responsability,1.776443384,1
Palau,PLW,Oceania,MJC8,mjc_criteria_present_responsability,1.271524155,1
Palau,PLW,Oceania,MJC9,mjc_criteria_ponderated,0.734257827,1
Palau,PLW,Oceania,5a,population_2019,22206,-1
Palau,PLW,Oceania,6a,gdp_per_capita_ppp_2017,13501.42383,1
Palau,PLW,Oceania,7a,cum_emissions_per_capita_1994_2017,14.04748753,-1
Palau,PLW,Oceania,8a,emissions_per_cap_2017,14.50058543,-1
Palau,PLW,Oceania,2a,poverty_ratio_320,NA,1
Palau,PLW,Oceania,B,undernourishment_prevalence,1.17,1
Palau,PLW,Oceania,C,stunting_prevalence_under_5_yrs,2.58,1
Palau,PLW,Oceania,D,wasting_prevalence_in_children_under_5,0.7,1
Palau,PLW,Oceania,E,maternal_mortality_rate_per_100k_births,NA,1
Palau,PLW,Oceania,F,neonatal_mortality_rate_1k_births,7.9,1
Palau,PLW,Oceania,G,under_5_mortality_rate_1k_births,15.3,1
Palau,PLW,Oceania,H,life_expec_at_birth_yrs,NA,-1
Palau,PLW,Oceania,I,univ_health_coverage_index,NA,-1
Palau,PLW,Oceania,J,net_primary_enrolment_rate,99.05886,-1
Palau,PLW,Oceania,K,lower_secondary_completion_rate,105.21739,-1
Palau,PLW,Oceania,L,literacy_rate_15_24_yrs_both_sexes,98.66444,-1
Palau,PLW,Oceania,M,ratio_female_to_male_labour_force_rate,NA,-1
Palau,PLW,Oceania,N,population_rate_using_basic_drinking_water_services,99.57514402,-1
Palau,PLW,Oceania,O,population_rate_using_basic_sanitation_services,100,-1
Palau,PLW,Oceania,P,access_to_electricity_pop_rate,99.28935242,-1
Palau,PLW,Oceania,Q,access_to_clean_fuels_and_tech_for_cooking_rate,86.9,-1
Palau,PLW,Oceania,R,unemployment_rate,NA,1
Palau,PLW,Oceania,S,population_using_the_internet,26.97033263,-1
Samoa,WSM,Oceania,A,global_index_score_2019,60.5201015,NA
Samoa,WSM,Oceania,1a,index_to_be_defined,39.4798985,-1
Samoa,WSM,Oceania,3a,inverse_global_index_2019,0.535246328,-1
Samoa,WSM,Oceania,MJC1,mjc_criteria_sdr_mild_version,8.07433e-4,1
Samoa,WSM,Oceania,MJC2,mjc_criteria_sdr_medium_version,8.95184e-4,1
Samoa,WSM,Oceania,MJC3,mjc_criteria_sdr_heavy_version,NA,1
Samoa,WSM,Oceania,MJC4,mjc_criteria_sdr_ponderated,8.51309e-4,1
Samoa,WSM,Oceania,MJC5,mjc_criteria_equality,6.93804e-4,1
Samoa,WSM,Oceania,MJC6,mjc_criteria_capacity,0.725215728,1
Samoa,WSM,Oceania,MJC7,mjc_criteria_historical_responsability,0.516149368,1
Samoa,WSM,Oceania,MJC8,mjc_criteria_present_responsability,0.346122339,1
Samoa,WSM,Oceania,MJC9,mjc_criteria_ponderated,0.289474174,1
Samoa,WSM,Oceania,5a,population_2019,198909,-1
Samoa,WSM,Oceania,6a,gdp_per_capita_ppp_2017,6035.987752,1
Samoa,WSM,Oceania,7a,cum_emissions_per_capita_1994_2017,2.188930293,-1
Samoa,WSM,Oceania,8a,emissions_per_cap_2017,2.649452765,-1
Samoa,WSM,Oceania,2a,poverty_ratio_320,5.03,1
Samoa,WSM,Oceania,B,undernourishment_prevalence,3.1,1
Samoa,WSM,Oceania,C,stunting_prevalence_under_5_yrs,4.7,1
Samoa,WSM,Oceania,D,wasting_prevalence_in_children_under_5,3.7,1
Samoa,WSM,Oceania,E,maternal_mortality_rate_per_100k_births,51,1
Samoa,WSM,Oceania,F,neonatal_mortality_rate_1k_births,8.6,1
Samoa,WSM,Oceania,G,under_5_mortality_rate_1k_births,16.5,1
Samoa,WSM,Oceania,H,life_expec_at_birth_yrs,75.1,-1
Samoa,WSM,Oceania,I,univ_health_coverage_index,59.87,-1
Samoa,WSM,Oceania,J,net_primary_enrolment_rate,94.45988,-1
Samoa,WSM,Oceania,K,lower_secondary_completion_rate,100.48832,-1
Samoa,WSM,Oceania,L,literacy_rate_15_24_yrs_both_sexes,99.23566,-1
Samoa,WSM,Oceania,M,ratio_female_to_male_labour_force_rate,61.10982242,-1
Samoa,WSM,Oceania,N,population_rate_using_basic_drinking_water_services,95.51433622,-1
Samoa,WSM,Oceania,O,population_rate_using_basic_sanitation_services,96.62010695,-1
Samoa,WSM,Oceania,P,access_to_electricity_pop_rate,100,-1
Samoa,WSM,Oceania,Q,access_to_clean_fuels_and_tech_for_cooking_rate,32.29,-1
Samoa,WSM,Oceania,R,unemployment_rate,8.097999573,1
Samoa,WSM,Oceania,S,population_using_the_internet,33.61093932,-1
Solomon Islands,SLB,Oceania,A,global_index_score_2019,60.5201015,NA
Solomon Islands,SLB,Oceania,1a,index_to_be_defined,39.4798985,-1
Solomon Islands,SLB,Oceania,3a,inverse_global_index_2019,0.535246328,-1
Solomon Islands,SLB,Oceania,MJC1,mjc_criteria_sdr_mild_version,3.36958e-4,1
Solomon Islands,SLB,Oceania,MJC2,mjc_criteria_sdr_medium_version,3.73578e-4,1
Solomon Islands,SLB,Oceania,MJC3,mjc_criteria_sdr_heavy_version,NA,1
Solomon Islands,SLB,Oceania,MJC4,mjc_criteria_sdr_ponderated,3.55268e-4,1
Solomon Islands,SLB,Oceania,MJC5,mjc_criteria_equality,2.89538e-4,1
Solomon Islands,SLB,Oceania,MJC6,mjc_criteria_capacity,0.207346246,1
Solomon Islands,SLB,Oceania,MJC7,mjc_criteria_historical_responsability,0.105482761,1
Solomon Islands,SLB,Oceania,MJC8,mjc_criteria_present_responsability,0.10048256,1
Solomon Islands,SLB,Oceania,MJC9,mjc_criteria_ponderated,0.077743428,1
Solomon Islands,SLB,Oceania,5a,population_2019,635254,-1
Solomon Islands,SLB,Oceania,6a,gdp_per_capita_ppp_2017,2205.92322,1
Solomon Islands,SLB,Oceania,7a,cum_emissions_per_capita_1994_2017,0.705250111,-1
Solomon Islands,SLB,Oceania,8a,emissions_per_cap_2017,0.725693974,-1
Solomon Islands,SLB,Oceania,2a,poverty_ratio_320,53.5,1
Solomon Islands,SLB,Oceania,B,undernourishment_prevalence,12.3,1
Solomon Islands,SLB,Oceania,C,stunting_prevalence_under_5_yrs,31.6,1
Solomon Islands,SLB,Oceania,D,wasting_prevalence_in_children_under_5,7.9,1
Solomon Islands,SLB,Oceania,E,maternal_mortality_rate_per_100k_births,114,1
Solomon Islands,SLB,Oceania,F,neonatal_mortality_rate_1k_births,8.5,1
Solomon Islands,SLB,Oceania,G,under_5_mortality_rate_1k_births,20.6,1
Solomon Islands,SLB,Oceania,H,life_expec_at_birth_yrs,71.1,-1
Solomon Islands,SLB,Oceania,I,univ_health_coverage_index,55.625,-1
Solomon Islands,SLB,Oceania,J,net_primary_enrolment_rate,69.5264,-1
Solomon Islands,SLB,Oceania,K,lower_secondary_completion_rate,70.61201,-1
Solomon Islands,SLB,Oceania,L,literacy_rate_15_24_yrs_both_sexes,NA,-1
Solomon Islands,SLB,Oceania,M,ratio_female_to_male_labour_force_rate,77.72298857,-1
Solomon Islands,SLB,Oceania,N,population_rate_using_basic_drinking_water_services,64.03405938,-1
Solomon Islands,SLB,Oceania,O,population_rate_using_basic_sanitation_services,31.26703902,-1
Solomon Islands,SLB,Oceania,P,access_to_electricity_pop_rate,47.91914368,-1
Solomon Islands,SLB,Oceania,Q,access_to_clean_fuels_and_tech_for_cooking_rate,8.45,-1
Solomon Islands,SLB,Oceania,R,unemployment_rate,2.055999994,1
Solomon Islands,SLB,Oceania,S,population_using_the_internet,11.92422906,-1
Tonga,TON,Oceania,A,global_index_score_2019,60.5201015,NA
Tonga,TON,Oceania,1a,index_to_be_defined,39.4798985,-1
Tonga,TON,Oceania,3a,inverse_global_index_2019,0.535246328,-1
Tonga,TON,Oceania,MJC1,mjc_criteria_sdr_mild_version,1.72879e-4,1
Tonga,TON,Oceania,MJC2,mjc_criteria_sdr_medium_version,1.91668e-4,1
Tonga,TON,Oceania,MJC3,mjc_criteria_sdr_heavy_version,NA,1
Tonga,TON,Oceania,MJC4,mjc_criteria_sdr_ponderated,1.82274e-4,1
Tonga,TON,Oceania,MJC5,mjc_criteria_equality,1.4855e-4,1
Tonga,TON,Oceania,MJC6,mjc_criteria_capacity,0.783045663,1
Tonga,TON,Oceania,MJC7,mjc_criteria_historical_responsability,0.752513927,1
Tonga,TON,Oceania,MJC8,mjc_criteria_present_responsability,0.664009535,1
Tonga,TON,Oceania,MJC9,mjc_criteria_ponderated,0.372909555,1
Tonga,TON,Oceania,5a,population_2019,110041,-1
Tonga,TON,Oceania,6a,gdp_per_capita_ppp_2017,5425.620625,1
Tonga,TON,Oceania,7a,cum_emissions_per_capita_1994_2017,2.172751869,-1
Tonga,TON,Oceania,8a,emissions_per_cap_2017,2.299143047,-1
Tonga,TON,Oceania,2a,poverty_ratio_320,4.8,1
Tonga,TON,Oceania,B,undernourishment_prevalence,NA,1
Tonga,TON,Oceania,C,stunting_prevalence_under_5_yrs,8.1,1
Tonga,TON,Oceania,D,wasting_prevalence_in_children_under_5,5.2,1
Tonga,TON,Oceania,E,maternal_mortality_rate_per_100k_births,124,1
Tonga,TON,Oceania,F,neonatal_mortality_rate_1k_births,6.7,1
Tonga,TON,Oceania,G,under_5_mortality_rate_1k_births,16,1
Tonga,TON,Oceania,H,life_expec_at_birth_yrs,73.4,-1
Tonga,TON,Oceania,I,univ_health_coverage_index,60.666,-1
Tonga,TON,Oceania,J,net_primary_enrolment_rate,86.85797,-1
Tonga,TON,Oceania,K,lower_secondary_completion_rate,78.74485,-1
Tonga,TON,Oceania,L,literacy_rate_15_24_yrs_both_sexes,99.43703,-1
Tonga,TON,Oceania,M,ratio_female_to_male_labour_force_rate,60.88240948,-1
Tonga,TON,Oceania,N,population_rate_using_basic_drinking_water_services,99.90588051,-1
Tonga,TON,Oceania,O,population_rate_using_basic_sanitation_services,93.46756406,-1
Tonga,TON,Oceania,P,access_to_electricity_pop_rate,97.02,-1
Tonga,TON,Oceania,Q,access_to_clean_fuels_and_tech_for_cooking_rate,59.17,-1
Tonga,TON,Oceania,R,unemployment_rate,1.157999992,1
Tonga,TON,Oceania,S,population_using_the_internet,41.24872764,-1
Tuvalu,TUV,Oceania,A,global_index_score_2019,60.5201015,NA
Tuvalu,TUV,Oceania,1a,index_to_be_defined,39.4798985,-1
Tuvalu,TUV,Oceania,3a,inverse_global_index_2019,0.535246328,-1
Tuvalu,TUV,Oceania,MJC1,mjc_criteria_sdr_mild_version,1.70861e-4,1
Tuvalu,TUV,Oceania,MJC2,mjc_criteria_sdr_medium_version,1.8943e-4,1
Tuvalu,TUV,Oceania,MJC3,mjc_criteria_sdr_heavy_version,NA,1
Tuvalu,TUV,Oceania,MJC4,mjc_criteria_sdr_ponderated,1.80146e-4,1
Tuvalu,TUV,Oceania,MJC5,mjc_criteria_equality,1.46816e-4,1
Tuvalu,TUV,Oceania,MJC6,mjc_criteria_capacity,0.217086607,1
Tuvalu,TUV,Oceania,MJC7,mjc_criteria_historical_responsability,0.400414914,1
Tuvalu,TUV,Oceania,MJC8,mjc_criteria_present_responsability,0.286325479,1
Tuvalu,TUV,Oceania,MJC9,mjc_criteria_ponderated,0.140195941,1
Tuvalu,TUV,Oceania,5a,population_2019,11393,-1
Tuvalu,TUV,Oceania,6a,gdp_per_capita_ppp_2017,3575.103821,1
Tuvalu,TUV,Oceania,7a,cum_emissions_per_capita_1994_2017,1.969090152,-1
Tuvalu,TUV,Oceania,8a,emissions_per_cap_2017,2.194329852,-1
Tuvalu,TUV,Oceania,2a,poverty_ratio_320,NA,1
Tuvalu,TUV,Oceania,B,undernourishment_prevalence,NA,1
Tuvalu,TUV,Oceania,C,stunting_prevalence_under_5_yrs,10,1
Tuvalu,TUV,Oceania,D,wasting_prevalence_in_children_under_5,3.3,1
Tuvalu,TUV,Oceania,E,maternal_mortality_rate_per_100k_births,NA,1
Tuvalu,TUV,Oceania,F,neonatal_mortality_rate_1k_births,16,1
Tuvalu,TUV,Oceania,G,under_5_mortality_rate_1k_births,24.9,1
Tuvalu,TUV,Oceania,H,life_expec_at_birth_yrs,NA,-1
Tuvalu,TUV,Oceania,I,univ_health_coverage_index,NA,-1
Tuvalu,TUV,Oceania,J,net_primary_enrolment_rate,84.57044,-1
Tuvalu,TUV,Oceania,K,lower_secondary_completion_rate,74.59459,-1
Tuvalu,TUV,Oceania,L,literacy_rate_15_24_yrs_both_sexes,NA,-1
Tuvalu,TUV,Oceania,M,ratio_female_to_male_labour_force_rate,NA,-1
Tuvalu,TUV,Oceania,N,population_rate_using_basic_drinking_water_services,99.257736,-1
Tuvalu,TUV,Oceania,O,population_rate_using_basic_sanitation_services,91.41039809,-1
Tuvalu,TUV,Oceania,P,access_to_electricity_pop_rate,99.42615509,-1
Tuvalu,TUV,Oceania,Q,access_to_clean_fuels_and_tech_for_cooking_rate,50.42,-1
Tuvalu,TUV,Oceania,R,unemployment_rate,NA,1
Tuvalu,TUV,Oceania,S,population_using_the_internet,49.31833862,-1
Iraq,IRQ,Asia,A,global_index_score_2019,60.79281559,NA
Iraq,IRQ,Asia,1a,index_to_be_defined,39.207184410000004,-1
Iraq,IRQ,Asia,3a,inverse_global_index_2019,0.529336085,-1
Iraq,IRQ,Asia,MJC1,mjc_criteria_sdr_mild_version,0.608987642,1
Iraq,IRQ,Asia,MJC2,mjc_criteria_sdr_medium_version,0.672360852,1
Iraq,IRQ,Asia,MJC3,mjc_criteria_sdr_heavy_version,0.383769058,1
Iraq,IRQ,Asia,MJC4,mjc_criteria_sdr_ponderated,0.555039184,1
Iraq,IRQ,Asia,MJC5,mjc_criteria_equality,0.526924913,1
Iraq,IRQ,Asia,MJC6,mjc_criteria_capacity,0.181867202,1
Iraq,IRQ,Asia,MJC7,mjc_criteria_historical_responsability,0.245682026,1
Iraq,IRQ,Asia,MJC8,mjc_criteria_present_responsability,0.22388966,1
Iraq,IRQ,Asia,MJC9,mjc_criteria_ponderated,0.374654285,1
Iraq,IRQ,Asia,5a,population_2019,40412299,-1
Iraq,IRQ,Asia,6a,gdp_per_capita_ppp_2017,15392.93238,1
Iraq,IRQ,Asia,7a,cum_emissions_per_capita_1994_2017,6.031242046,-1
Iraq,IRQ,Asia,8a,emissions_per_cap_2017,6.50791978,-1
Iraq,IRQ,Asia,2a,poverty_ratio_320,15.52,1
Iraq,IRQ,Asia,B,undernourishment_prevalence,27.7,1
Iraq,IRQ,Asia,C,stunting_prevalence_under_5_yrs,22.6,1
Iraq,IRQ,Asia,D,wasting_prevalence_in_children_under_5,7.4,1
Iraq,IRQ,Asia,E,maternal_mortality_rate_per_100k_births,50,1
Iraq,IRQ,Asia,F,neonatal_mortality_rate_1k_births,17.1,1
Iraq,IRQ,Asia,G,under_5_mortality_rate_1k_births,30.4,1
Iraq,IRQ,Asia,H,life_expec_at_birth_yrs,69.8,-1
Iraq,IRQ,Asia,I,univ_health_coverage_index,71.069,-1
Iraq,IRQ,Asia,J,net_primary_enrolment_rate,92.32209,-1
Iraq,IRQ,Asia,K,lower_secondary_completion_rate,48.07643,-1
Iraq,IRQ,Asia,L,literacy_rate_15_24_yrs_both_sexes,52.31889,-1
Iraq,IRQ,Asia,M,ratio_female_to_male_labour_force_rate,25.5348959,-1
Iraq,IRQ,Asia,N,population_rate_using_basic_drinking_water_services,86.09833055,-1
Iraq,IRQ,Asia,O,population_rate_using_basic_sanitation_services,85.6592985,-1
Iraq,IRQ,Asia,P,access_to_electricity_pop_rate,100,-1
Iraq,IRQ,Asia,Q,access_to_clean_fuels_and_tech_for_cooking_rate,97.63,-1
Iraq,IRQ,Asia,R,unemployment_rate,8.234000206,1
Iraq,IRQ,Asia,S,population_using_the_internet,49.35999889,-1
Bangladesh,BGD,Asia,A,global_index_score_2019,60.87548939,NA
Bangladesh,BGD,Asia,1a,index_to_be_defined,39.12451061,-1
Bangladesh,BGD,Asia,3a,inverse_global_index_2019,0.527544384,-1
Bangladesh,BGD,Asia,MJC1,mjc_criteria_sdr_mild_version,2.527306082,1
Bangladesh,BGD,Asia,MJC2,mjc_criteria_sdr_medium_version,2.78673724,1
Bangladesh,BGD,Asia,MJC3,mjc_criteria_sdr_heavy_version,3.890284709,1
Bangladesh,BGD,Asia,MJC4,mjc_criteria_sdr_ponderated,3.068109344,1
Bangladesh,BGD,Asia,MJC5,mjc_criteria_equality,2.191365561,1
Bangladesh,BGD,Asia,MJC6,mjc_criteria_capacity,0.794404759,1
Bangladesh,BGD,Asia,MJC7,mjc_criteria_historical_responsability,1.992845319,1
Bangladesh,BGD,Asia,MJC8,mjc_criteria_present_responsability,1.549882582,1
Bangladesh,BGD,Asia,MJC9,mjc_criteria_ponderated,1.956310904,1
Bangladesh,BGD,Asia,5a,population_2019,168065920,-1
Bangladesh,BGD,Asia,6a,gdp_per_capita_ppp_2017,3523.983851,1
Bangladesh,BGD,Asia,7a,cum_emissions_per_capita_1994_2017,0.74354379,-1
Bangladesh,BGD,Asia,8a,emissions_per_cap_2017,0.94010731,-1
Bangladesh,BGD,Asia,2a,poverty_ratio_320,37.91,1
Bangladesh,BGD,Asia,B,undernourishment_prevalence,15.2,1
Bangladesh,BGD,Asia,C,stunting_prevalence_under_5_yrs,36.1,1
Bangladesh,BGD,Asia,D,wasting_prevalence_in_children_under_5,14.3,1
Bangladesh,BGD,Asia,E,maternal_mortality_rate_per_100k_births,176,1
Bangladesh,BGD,Asia,F,neonatal_mortality_rate_1k_births,18.4,1
Bangladesh,BGD,Asia,G,under_5_mortality_rate_1k_births,32.4,1
Bangladesh,BGD,Asia,H,life_expec_at_birth_yrs,72.7,-1
Bangladesh,BGD,Asia,I,univ_health_coverage_index,59.761,-1
Bangladesh,BGD,Asia,J,net_primary_enrolment_rate,90.50189,-1
Bangladesh,BGD,Asia,K,lower_secondary_completion_rate,77.58315,-1
Bangladesh,BGD,Asia,L,literacy_rate_15_24_yrs_both_sexes,92.95076,-1
Bangladesh,BGD,Asia,M,ratio_female_to_male_labour_force_rate,41.58208841,-1
Bangladesh,BGD,Asia,N,population_rate_using_basic_drinking_water_services,97.32714248,-1
Bangladesh,BGD,Asia,O,population_rate_using_basic_sanitation_services,46.92459323,-1
Bangladesh,BGD,Asia,P,access_to_electricity_pop_rate,75.92,-1
Bangladesh,BGD,Asia,Q,access_to_clean_fuels_and_tech_for_cooking_rate,17.72,-1
Bangladesh,BGD,Asia,R,unemployment_rate,4.383999825,1
Bangladesh,BGD,Asia,S,population_using_the_internet,18.02,-1
India,IND,Asia,A,global_index_score_2019,61.076888339999996,NA
India,IND,Asia,1a,index_to_be_defined,38.923111660000004,-1
India,IND,Asia,3a,inverse_global_index_2019,0.523179679,-1
India,IND,Asia,MJC1,mjc_criteria_sdr_mild_version,20.47655958,1
India,IND,Asia,MJC2,mjc_criteria_sdr_medium_version,22.507559,1
India,IND,Asia,MJC3,mjc_criteria_sdr_heavy_version,22.76460884,1
India,IND,Asia,MJC4,mjc_criteria_sdr_ponderated,21.91624248,1
India,IND,Asia,MJC5,mjc_criteria_equality,17.84659405,1
India,IND,Asia,MJC6,mjc_criteria_capacity,0.435369018,1
India,IND,Asia,MJC7,mjc_criteria_historical_responsability,0.843838376,1
India,IND,Asia,MJC8,mjc_criteria_present_responsability,0.669237292,1
India,IND,Asia,MJC9,mjc_criteria_ponderated,10.23868585,1
India,IND,Asia,5a,population_2019,1368737513,-1
India,IND,Asia,6a,gdp_per_capita_ppp_2017,6430.107398,1
India,IND,Asia,7a,cum_emissions_per_capita_1994_2017,1.755985274,-1
India,IND,Asia,8a,emissions_per_cap_2017,2.177188812,-1
India,IND,Asia,2a,poverty_ratio_320,27.38,1
India,IND,Asia,B,undernourishment_prevalence,14.8,1
India,IND,Asia,C,stunting_prevalence_under_5_yrs,38.4,1
India,IND,Asia,D,wasting_prevalence_in_children_under_5,21,1
India,IND,Asia,E,maternal_mortality_rate_per_100k_births,174,1
India,IND,Asia,F,neonatal_mortality_rate_1k_births,24,1
India,IND,Asia,G,under_5_mortality_rate_1k_births,39.4,1
India,IND,Asia,H,life_expec_at_birth_yrs,68.8,-1
India,IND,Asia,I,univ_health_coverage_index,56.786,-1
India,IND,Asia,J,net_primary_enrolment_rate,92.25011,-1
India,IND,Asia,K,lower_secondary_completion_rate,85.88366,-1
India,IND,Asia,L,literacy_rate_15_24_yrs_both_sexes,86.14488,-1
India,IND,Asia,M,ratio_female_to_male_labour_force_rate,34.22682566,-1
India,IND,Asia,N,population_rate_using_basic_drinking_water_services,87.55914016,-1
India,IND,Asia,O,population_rate_using_basic_sanitation_services,44.15112275,-1
India,IND,Asia,P,access_to_electricity_pop_rate,84.52681732,-1
India,IND,Asia,Q,access_to_clean_fuels_and_tech_for_cooking_rate,41.04,-1
India,IND,Asia,R,unemployment_rate,3.53399992,1
India,IND,Asia,S,population_using_the_internet,34.45,-1
Guyana,GUY,LAC,A,global_index_score_2019,61.40777357,NA
Guyana,GUY,LAC,1a,index_to_be_defined,38.59222643,-1
Guyana,GUY,LAC,3a,inverse_global_index_2019,0.516008756,-1
Guyana,GUY,LAC,MJC1,mjc_criteria_sdr_mild_version,0.011666276,1
Guyana,GUY,LAC,MJC2,mjc_criteria_sdr_medium_version,0.01275609,1
Guyana,GUY,LAC,MJC3,mjc_criteria_sdr_heavy_version,0.005637012,1
Guyana,GUY,LAC,MJC4,mjc_criteria_sdr_ponderated,0.010019793,1
Guyana,GUY,LAC,MJC5,mjc_criteria_equality,0.010255063,1
Guyana,GUY,LAC,MJC6,mjc_criteria_capacity,0.376523459,1
Guyana,GUY,LAC,MJC7,mjc_criteria_historical_responsability,0.329876229,1
Guyana,GUY,LAC,MJC8,mjc_criteria_present_responsability,0.282959545,1
Guyana,GUY,LAC,MJC9,mjc_criteria_ponderated,0.17580405,1
Guyana,GUY,LAC,5a,population_2019,786508,-1
Guyana,GUY,LAC,6a,gdp_per_capita_ppp_2017,7435.046801,1
Guyana,GUY,LAC,7a,cum_emissions_per_capita_1994_2017,4.491890091,-1
Guyana,GUY,LAC,8a,emissions_per_cap_2017,5.149343681,-1
Guyana,GUY,LAC,2a,poverty_ratio_320,11.9,1
Guyana,GUY,LAC,B,undernourishment_prevalence,7.5,1
Guyana,GUY,LAC,C,stunting_prevalence_under_5_yrs,12,1
Guyana,GUY,LAC,D,wasting_prevalence_in_children_under_5,6.4,1
Guyana,GUY,LAC,E,maternal_mortality_rate_per_100k_births,229,1
Guyana,GUY,LAC,F,neonatal_mortality_rate_1k_births,18.9,1
Guyana,GUY,LAC,G,under_5_mortality_rate_1k_births,31.3,1
Guyana,GUY,LAC,H,life_expec_at_birth_yrs,66.2,-1
Guyana,GUY,LAC,I,univ_health_coverage_index,60.964,-1
Guyana,GUY,LAC,J,net_primary_enrolment_rate,91.5049,-1
Guyana,GUY,LAC,K,lower_secondary_completion_rate,78.85096,-1
Guyana,GUY,LAC,L,literacy_rate_15_24_yrs_both_sexes,96.68967,-1
Guyana,GUY,LAC,M,ratio_female_to_male_labour_force_rate,54.79764455,-1
Guyana,GUY,LAC,N,population_rate_using_basic_drinking_water_services,95.07132299,-1
Guyana,GUY,LAC,O,population_rate_using_basic_sanitation_services,86.16405304,-1
Guyana,GUY,LAC,P,access_to_electricity_pop_rate,84.24290466,-1
Guyana,GUY,LAC,Q,access_to_clean_fuels_and_tech_for_cooking_rate,74.48,-1
Guyana,GUY,LAC,R,unemployment_rate,11.92300034,1
Guyana,GUY,LAC,S,population_using_the_internet,37.32583679,-1
South Africa,ZAF,Africa,A,global_index_score_2019,61.48093272,NA
South Africa,ZAF,Africa,1a,index_to_be_defined,38.51906728,-1
South Africa,ZAF,Africa,3a,inverse_global_index_2019,0.514423256,-1
South Africa,ZAF,Africa,MJC1,mjc_criteria_sdr_mild_version,0.859647066,1
South Africa,ZAF,Africa,MJC2,mjc_criteria_sdr_medium_version,0.938843296,1
South Africa,ZAF,Africa,MJC3,mjc_criteria_sdr_heavy_version,1.195502587,1
South Africa,ZAF,Africa,MJC4,mjc_criteria_sdr_ponderated,0.99799765,1
South Africa,ZAF,Africa,MJC5,mjc_criteria_equality,0.757094918,1
South Africa,ZAF,Africa,MJC6,mjc_criteria_capacity,0.227701466,1
